Titulo,Año,Duracion,Genero,Clasificacion,Descripcion,Estrellas,votes,Tipo,duracion_num,genero_principal,duration_min,link
Love the Way U Lie,(2020),99 min,"Comedy, Romance",5.5,"With the help of a spunky, lonely-in-love psychic, a deceased wife tries to get her grieving husband to move on. In the process, sparks begin to fly.","['RC Delos Reyes', '| ', '    Stars:', 'Xian Lim, ', 'Alex Gonzaga, ', 'Kylie Verzosa, ', 'Jeric Raval']",94,Pelicula,99.0,Comedy,99.0,https://upload.wikimedia.org/wikipedia/en/b/ba/Love_the_Way_U_Lie_poster.jpg
"Love, Death & Robots",(2019– ),15 min,"Animation, Short, Action",8.4,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.","['Fred Tatasciore, ', 'Scott Whyte, ', 'Nolan North, ', 'Noshir Dalal']","165,153",Serie,15.0,Animation,15.0,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Love%2C_Death_%26_Robots_Logo.png/250px-Love%2C_Death_%26_Robots_Logo.png
"Love, Guaranteed",(2020),90 min,"Comedy, Romance",5.6,"To save her small law firm, earnest lawyer Susan takes a high-paying case from Nick, a charming new client who wants to sue a dating website that guarantees love. But as the case heats up, so do Susan and Nick's feelings for each other.","['Mark Steven Johnson', '| ', '    Stars:', 'Rachael Leigh Cook, ', 'Damon Wayans Jr., ', 'Heather Graham, ', 'Caitlin Howden']","17,543",Serie,90.0,Comedy,90.0,https://upload.wikimedia.org/wikipedia/en/9/90/Love%2C_Guaranteed_film_poster.png
"Love, Life & Everything in Between",(2022– ),30 min,"Comedy, Drama, Romance",5.5,An anthology series exploring love and relationships.,"['Saif Mohsen, ', 'Ahmed Ezz, ', 'Asser Yassin, ', 'Samer Bisharat']",107,Serie,30.0,Comedy,30.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
"Love, Surreal and Odd",(2017),95 min,"Comedy, Romance",5.6,"If four couples meet at the same party, and a honey-sweet relationship begins between them, a surreal love out of nowhere - If every phase of the relationship is a situation comedy, where ...                See full summary »","['Yilmaz Erdogan', '| ', '    Stars:', 'Aylin Kontante, ', 'Bülent Emrah Parlak, ', 'Büsra Pekin, ', 'Çaglar Çorumlu']","3,291",Pelicula,95.0,Comedy,95.0,https://image.tmdb.org/t/p/w500/9Q7oRuLgHhi3XMbIB9sOmDlw52Y.jpg
Love/Hate,(2010–2014),51 min,"Crime, Drama",8.5,"The story of the organized crime scene of Dublin is revealed, centered on Darren, who wants to stay out of trouble but ends up returning to his old habits and his old gang.","['Tom Vaughan-Lawlor, ', 'Killian Scott, ', 'Aoibhinn McGinnity, ', 'Charlie Murphy']","6,847",Serie,51.0,Crime,51.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Lovefucked,(2018),106 min,"Drama, Romance",5.9,"A couple's caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams.","['Aadish Keluskar', '| ', '    Stars:', 'Himanshu Kohli, ', 'Rohit Kokate, ', 'Khushboo Upadhyay']",424,Pelicula,106.0,Drama,106.0,https://image.tmdb.org/t/p/w500/8D9Lgh5LSFe37uNOWwqnS1zhHcB.jpg
Lovely Horribly,(2018),35 min,"Comedy, Drama, Horror",6.3,"Philip and Eul-Soon seem to share fate. If one person is happy, the other person is unhappy. Philip is a top star. Eul-Soon is drama series screenwriter. They begin to work together for a ...                See full summary »","['Song Ji-Hyo, ', 'Shi-hoo Park, ', 'Jung Soon-won, ', 'Kim Young-woong']",303,Pelicula,35.0,Comedy,35.0,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Lovely_Horribly-poster.jpg/250px-Lovely_Horribly-poster.jpg
Lovesick,(2014–2018),24 min,Comedy,8.0,"After finding out he has an STD, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.","['Johnny Flynn, ', 'Antonia Thomas, ', 'Daniel Ings, ', 'Joshua McGuire']","20,266",Serie,24.0,Comedy,24.0,https://image.tmdb.org/t/p/w500/73lfTXbEaQCxCCRzz7NHRg7bhAe.jpg
Lovestruck in the City,(2020– ),30 min,"Drama, Romance",7.6,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.","['Ji Chang-Wook, ', 'Kim Ji-Won, ', 'Kim Min-Suk, ', 'Joo-yeon So']","2,564",Serie,30.0,Drama,30.0,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/City_Couple%E2%80%99s_Way_of_Love_My_Lovable_Camera_Thief.jpg/250px-City_Couple%E2%80%99s_Way_of_Love_My_Lovable_Camera_Thief.jpg
Lovestruck: The Musical,(2013 TV Movie),83 min,"Comedy, Fantasy, Musical",6.2,A jaded woman who never fulfilled her dreams of a Broadway career pushes her daughter to have one. Daughter rebels and goes to Italy to get married. The mother drinks a potion that makes her young again and tries to sabotage the wedding.,"['Sanaa Hamri', '| ', '    Stars:', 'Jane Seymour, ', 'Sara Paxton, ', 'Chelsea Kane, ', 'Drew Seeley']","2,451",Pelicula,83.0,Comedy,83.0,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Lovestruck%2C_The_Musical.jpeg/250px-Lovestruck%2C_The_Musical.jpeg
Loving Adults,(2022),104 min,"Crime, Drama, Thriller",6.5,Follows a couple who appear to be living the perfect life after their son is declared healthy following a long-term illness.,"['Barbara Topsøe-Rothenborg', '| ', '    Stars:', 'Dar Salim, ', 'Sonja Richter, ', 'Sus Wilkins, ', 'Morten Burian']","5,861",Serie,104.0,Crime,104.0,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Loving_Adults.jpg/250px-Loving_Adults.jpg
Loyiso Gola: Unlearning,(2021 TV Special),60 min,Comedy,6.0,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!","['Kagiso Lediga', '| ', '    Stars:', 'Loyiso Gola, ', 'Neo Rapetsoa']",207,Pelicula,60.0,Comedy,60.0,https://image.tmdb.org/t/p/w500/c7PD334yUNa77BB5VA7NT8j4ZjM.jpg
Lu Over the Wall,(2017),112 min,"Animation, Adventure, Comedy",6.8,"The story centers on Kai, a gloomy middle school student whose life changes after meeting Lu, a mermaid.","['Masaaki Yuasa', '| ', '    Stars:', 'Kanon Tani, ', 'Shôta Shimoda, ', 'Minako Kotobuki, ', 'Sôma Saitô']","2,323",Pelicula,112.0,Animation,112.0,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/LuOvertheWall.jpg/250px-LuOvertheWall.jpg
Lubricant,(2021 TV Special),87 min,Comedy,7.2,Follows Russell Howard as he speaks to the audience and tries to make sense of a world that is out of control.,['Russell Howard'],48,Pelicula,,Comedy,87.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Lucas Brothers: On Drugs,(2017 TV Special),50 min,Comedy,5.7,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.","['Jay Chapman', '| ', '    Stars:', 'Keith Lucas, ', 'Kenneth Lucas']",842,Pelicula,50.0,Comedy,50.0,https://image.tmdb.org/t/p/w500/5Ffa64UX5w2kkBzJjmo8fc45sWz.jpg
Lucas Lauriente: Todo lo que sería,(2018 TV Special),74 min,Comedy,6.7,"Lucas Lauriente tell us how he met the greatest showman from Argentina, the legendary Hernán Caire. Also talks about how the experience of a parachute jump made him think in his male crush Maluma and Ricky Martin.","['Raúl Campos, ', 'Jan Suter', '| ', '    Star:', 'Lucas Lauriente']",112,Serie,74.0,Comedy,74.0,https://image.tmdb.org/t/p/w500/rB2Wjz1EILJTVWa7qTnRA2dfoUJ.jpg
Luccas Neto em: O Hotel Mágico 2,(2021),98 min,Comedy,2.8,Add a Plot,"['Lucas Margutti', '| ', '    Stars:', 'Giovanna Alparone, ', 'Berta Brito, ', 'Rafael Chapouto, ', 'Luccas Neto']",6,Pelicula,98.0,Comedy,98.0,https://image.tmdb.org/t/p/w500/wEUlxyFHZ838xnjWk1MrWeumVWw.jpg
Luciano Mellera: Infantiloide,(2018 TV Special),66 min,Comedy,7.5,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,"['Raúl Campos, ', 'Jan Suter', '| ', '    Star:', 'Luciano Mellera']","1,520",Serie,66.0,Comedy,66.0,https://image.tmdb.org/t/p/w500/9emFHHAdyfDGbZ2lPzgyyPFheJi.jpg
Lucid Dream,(2017),101 min,"Sci-Fi, Thriller",6.1,"After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams.","['Joon-Sung Kim', '| ', '    Stars:', 'Sol Kyung-gu, ', 'Go Soo, ', 'Kang Hye-jeong, ', 'Yu Chun Park']","3,735",Pelicula,101.0,Sci-Fi,101.0,https://image.tmdb.org/t/p/w500/cncLS5bZPjy9gyNbtiQ7pPNCzyZ.jpg
Lucifer,(2016–2021),61 min,"Crime, Drama, Fantasy",9.3,Chloe learns a serial killer may have embellished his crimes. Amenadiel worries about his son's health. Pete opens up to Ella.,"['Kevin Alejandro', '| ', '    Stars:', 'Tom Ellis, ', 'Lauren German, ', 'Kevin Alejandro, ', 'D.B. Woodside']","5,350",Serie,61.0,Crime,61.0,https://image.tmdb.org/t/p/w500/kF2EFmNoMDsfYKojUzPmYC6ztOe.jpg
Luck,(I) (2009),141 min,"Action, Adventure, Drama",4.8,"An underworld kingpin recruits people endowed with 'Luck' from across the globe to take part in a series of challenges designed to test their 'Luck' factor, as gamblers around the world bet on them.","['Soham Shah', '| ', '    Stars:', 'Mithun Chakraborty, ', 'Sanjay Dutt, ', 'Imran Khan, ', 'Ravi Kishan']","2,778",Pelicula,141.0,Action,141.0,https://image.tmdb.org/t/p/w500/bwlHp4KsAyuEIAtbYs4mxCkrgyx.jpg
Lucky Romance,(2016),60 min,"Comedy, Romance",7.0,"A superstitious woman is told, by a fortune teller, that her sister will come out of coma if she spends the night with a man born in 1986. Later, she finds out that her boss, who is an ...                See full summary »","['Hwang Jeong-eum, ', 'Lee Soo-hyuk, ', 'Ryu Jun-Yeol, ', 'Chung-Ah Lee']",658,Pelicula,60.0,Comedy,60.0,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Lucky_Romance_Poster.jpg/250px-Lucky_Romance_Poster.jpg
Lucy,(I) (2014),89 min,"Action, Sci-Fi, Thriller",6.4,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","['Luc Besson', '| ', '    Stars:', 'Scarlett Johansson, ', 'Morgan Freeman, ', 'Choi Min-sik, ', 'Amr Waked']","493,047",Pelicula,89.0,Action,89.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Francesco_del_Cossa_-_Saint_Lucy.jpg/250px-Francesco_del_Cossa_-_Saint_Lucy.jpg
Ludik,(2022– ),60 min,"Crime, Drama",5.4,"To save a kidnapped family member, an enterprising furniture tycoon must use his secret diamond smuggling operation to transport guns across the border.","['Pieter Vorster, ', 'Vikash Mathura, ', 'Arnold Vosloo, ', 'Lea Vivier']",412,Serie,60.0,Crime,60.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Ludo,(2020),150 min,"Action, Comedy, Crime",7.6,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.","['Anurag Basu', '| ', '    Stars:', 'Pankaj Tripathi, ', 'Abhishek Bachchan, ', 'Rajkummar Rao, ', 'Fatima Sana Shaikh']","39,347",Serie,150.0,Action,150.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Ludo-3.jpg/250px-Ludo-3.jpg
Lugar de Mulher,(2019– ),16 min,Comedy,6.0,Add a Plot,[],7,Serie,16.0,Comedy,16.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Luis Miguel: The Series,(2018–2021),60 min,"Biography, Drama, History",8.0,"The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.","['Diego Boneta, ', 'Gabriel Nuncio, ', 'César Bordón, ', 'Kevin Holt']","4,729",Serie,60.0,Biography,60.0,https://upload.wikimedia.org/wikipedia/en/e/e9/Luis_Miguel_p%C3%B3ster.jpg
Luke Cage,(2016–2018),55 min,"Action, Crime, Drama",7.3,"When a sabotaged experiment gives him super strength and unbreakable skin, Luke Cage becomes a fugitive attempting to rebuild his life in Harlem and must confront his past and fight a battle for the heart of his city.","['Mike Colter, ', 'Simone Missick, ', 'Theo Rossi, ', 'Alfre Woodard']","130,409",Serie,55.0,Action,55.0,https://upload.wikimedia.org/wikipedia/en/f/f9/Luke_Cage_by_Stuart_Immonen.png
Lulli,(2021),90 min,"Comedy, Romance",4.8,"After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others.","['César Rodrigues', '| ', '    Stars:', 'Larissa Manoela, ', 'Vinícius Redd, ', 'Amanda de Godoi, ', 'Sergio Malheiros']","1,511",Serie,90.0,Comedy,90.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Paul_Mignard_-_Jean-Baptiste_Lully.jpg/250px-Paul_Mignard_-_Jean-Baptiste_Lully.jpg
Luna Nera,(2020),56 min,"Drama, Fantasy, Thriller",6.3,The witches and the Benandanti clash in a climatic confrontation in witch lives and loves are forever transformed.,"['Paola Randi', '| ', '    Stars:', 'Antonia Fotaras, ', 'Giulia Alberoni, ', 'Gaetano Aronica, ', 'Giorgio Belli']",150,Serie,56.0,Drama,56.0,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Luna_nera.jpg/250px-Luna_nera.jpg
Luna Park,(2021– ),45 min,"Drama, Romance",6.5,"In 1960s Rome, a free-spirited young woman who's grown up at her family's circus unexpectedly discovers she belongs to two very different worlds.","['Lia Grieco, ', 'Guglielmo Poggi, ', 'Gaia Girace, ', 'Olivia Castanho']",759,Serie,,Drama,45.0,https://image.tmdb.org/t/p/w500/8ADlr8OQKUV8b7bMXDso1nmQl4E.jpg
Luna Petunia,(2016–2017),22 min,"Animation, Family, Fantasy",6.3,Luna Petunia is a new animated Netflix original series for preschool kids developed by Saban Brands and Cirque du Soleil Média. Inspired by the Cirque du Soleil brand of creativity and ...                See full summary »,"['Neil Crone, ', 'Jonah Wineberg, ', 'Edward Glen, ', 'Katie Griffin']",55,Serie,22.0,Animation,22.0,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Luna_Petunia_logo.png/250px-Luna_Petunia_logo.png
Luna Petunia: Return to Amazia,(2018),45 min,Animation,4.9,Luna goes back to Amazia to see her friends again after She's been gone too long.,"['Ciara Alexys, ', 'Stephanie Anne Mills, ', 'Cory Doran, ', 'Katie Griffin']",47,Serie,,Animation,45.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Lunatics,(2019),38 min,Comedy,7.7,"Six months have passed and there have been big changes in the lives of Becky, Gavin, Jana, Joyce, Keith and Quentin.","['Chris Lilley', '| ', '    Stars:', 'Chris Lilley, ', 'Judi Young, ', 'Cameron Leonard, ', 'Leena Arora']",69,Serie,38.0,Comedy,38.0,https://image.tmdb.org/t/p/w500/j8CxitOYHbfNg6eEvIzr3TE7xyI.jpg
Luo Bao Bei,(2018),70 min,Animation,8.2,The story is about a 7-year-old Luo Bao Bei as she navigates childhood and the world around her. Fantasy and dreams add elements of surrealism.,"['Hana Burnett, ', 'Gok Wan, ', 'Ching-He Huang, ', 'David Yip']",37,Pelicula,,Animation,70.0,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Luo_Bao_Bei_Timmy_and_Faye.jpg/250px-Luo_Bao_Bei_Timmy_and_Faye.jpg
Lupin,(2021– ),47 min,"Action, Crime, Drama",7.8,"Years after a tragic injustice involving his father, Assane seeks to settle a score, and a debt, by stealing a diamond necklace. However, the heist takes an unexpected turn.","['Louis Leterrier', '| ', '    Stars:', 'Omar Sy, ', 'Ludivine Sagnier, ', 'Clotilde Hesme, ', 'Nicole Garcia']","3,771",Serie,47.0,Action,47.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Lupinus_polyphyllus_526960203.jpg/250px-Lupinus_polyphyllus_526960203.jpg
Lured,(1947),102 min,"Crime, Film-Noir, Mystery",7.0,British police are after a serial killer who lures his female victims through newspaper personal ads and sends cryptic-poem clues to the cops.,"['Douglas Sirk', '| ', '    Stars:', 'George Sanders, ', 'Lucille Ball, ', 'Charles Coburn, ', 'Boris Karloff']","3,811",Pelicula,102.0,Crime,102.0,https://upload.wikimedia.org/wikipedia/en/d/d0/LuredPoster.jpg
"Lusers, los amigos no se eligen",(2015),95 min,"Adventure, Comedy",4.9,"Three guys from differents countries (Peru, Argentina and Chile) come together in a funny adventure through the jungle in order to get to the Final of the FIFA World Cup Brasil 2014.","['Ticoy Rodriguez', '| ', '    Stars:', 'Carlos Alcántara, ', 'Pablo Granados, ', 'Felipe Izquierdo, ', 'Gaby Espino']",406,Pelicula,95.0,Adventure,95.0,https://image.tmdb.org/t/p/w500/rUvqrAQ1HS8AuUA7VEg6R4yRhR0.jpg
Lust Stories,(2018),120 min,"Drama, Romance",6.4,"Four short films by four of India's biggest directors exploring love, sex and relationships in modern India.","['Zoya Akhtar, ', 'Dibakar Banerjee, ', 'Karan Johar, ', 'Anurag Kashyap', '| ', '    Stars:', 'Radhika Apte, ', 'Bhumi Pednekar, ', 'Kiara Advani, ', 'Vicky Kaushal']","11,004",Pelicula,120.0,Drama,120.0,https://upload.wikimedia.org/wikipedia/en/0/09/Lust_Stories_%282018%29_poster.jpg
Luther,(2010–2019),60 min,"Crime, Drama, Mystery",8.4,DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.,"['Idris Elba, ', 'Dermot Crowley, ', 'Michael Smiley, ', 'Warren Brown']","136,105",Serie,60.0,Crime,60.0,https://image.tmdb.org/t/p/w500/vp1fam5EfrrJ0eNOuePBejlLMD7.jpg
